Zooniverse name,HTRU-N name,Possible source
HTRU-N_set03_cand007353.png,G050.0-09.6_masked_beam1_56290_No1_DM0.00_1.54ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand027708.png,G152.4-04.9_masked_beam2_56283_No2_DM0.00_1.30ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand021094.png,Z143.1-01.4_masked_beam5_57385_No18_DM56.60_1.56ms_Cand.pfd,Possible match HTRU-N_set02_cand021094.png for J0408+551 with P0 1.837000 Harmonic Number = 1 Angular sep. (deg): 0.66096624332
HTRU-N_set02_cand021094.png,Z143.1-01.4_masked_beam5_57385_No18_DM56.60_1.56ms_Cand.pfd,Possible match HTRU-N_set02_cand021094.png for J0139+5621 with P0 1.775344 Harmonic Number = 1 Angular sep. (deg): 1.28781177039
HTRU-N_set08_cand016289.png,G162.9+07.2_masked_beam3_57035_No3_DM0.00_46.69ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand023310.png,G125.0+07.4_masked_beam3_56289_No1_DM0.00_4.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand019698.png,G186.0-06.1_masked_beam3_57029_No3_DM0.00_2.86ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand020034.png,Z069.1-01.3_masked_beam6_55812_No8_DM0.00_1.04ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand005085.png,G086.6+07.9_masked_beam1_57053_No7_DM0.00_8254.59ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand019517.png,G184.9-06.1_masked_beam3_57036_No1_DM0.00_4.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1917+0834 with P0 2.129665 Harmonic Number = 2.0 Angular sep. (deg): 0.0951223864927
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1916+0852 with P0 2.182746 Harmonic Number = 2.0 Angular sep. (deg): 0.38543473654
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1907+0919 with P0 5.198346 Harmonic Number = 4.0 Angular sep. (deg): 0.85336780993
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1907+0919 with P0 5.198346 Harmonic Number = 5.0 Angular sep. (deg): 0.85336780993
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1853+0853 with P0 3.914658 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.592927581893
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1853+0853 with P0 3.914658 Harmonic Number = 4.0 Angular sep. (deg): 0.592927581893
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1915+0752 with P0 2.058314 Harmonic Number = 2.0 Angular sep. (deg): 0.633948801771
HTRU-N_set01_cand022735.png,Z043.8-02.5_masked_beam5_55788_No43_DM55.60_1.19ms_Cand.pfd,Possible match HTRU-N_set01_cand022735.png for J1945+07 with P0 1.073900 Harmonic Number = 1 Angular sep. (deg): 1.28453797924
HTRU-N_set03_cand043221.png,Z091.4+02.5_masked_beam1_56898_No1_DM64.20_1.00ms_Cand.pfd,Possible match HTRU-N_set03_cand043221.png for J2203+50 with P0 0.745000 Harmonic Number = 1 Angular sep. (deg): 1.21260500884
HTRU-N_set07_cand004589.png,G069.9-06.5_masked_beam2_55814_No2_DM0.00_1.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand012621.png,Z097.1-01.3_masked_beam1_57279_No45_DM782.10_1.40ms_Cand.pfd,Possible match HTRU-N_set02_cand012621.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 1.30759401925
HTRU-N_set02_cand010334.png,Z094.3+02.0_masked_beam2_57279_No49_DM500.20_1.30ms_Cand.pfd,Possible match HTRU-N_set02_cand010334.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 0.67596862039
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2148+52 with P0 0.332206 Harmonic Number = 1 Angular sep. (deg): 0.36212253494
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2036+53 with P0 1.424568 Harmonic Number = 2.0 Angular sep. (deg): 1.03165314959
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2036+53 with P0 1.424568 Harmonic Number = 3.33333333333 Angular sep. (deg): 1.03165314959
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2036+53 with P0 1.424568 Harmonic Number = 4.0 Angular sep. (deg): 1.03165314959
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2036+53 with P0 1.424568 Harmonic Number = 5.0 Angular sep. (deg): 1.03165314959
HTRU-N_set02_cand012350.png,Z095.6+00.3_masked_beam6_57279_No1_DM445.90_0.52ms_Cand.pfd,Possible match HTRU-N_set02_cand012350.png for B2036+53 with P0 1.424568 Harmonic Number = 6.25 Angular sep. (deg): 1.03165314959
HTRU-N_set08_cand021023.png,G194.4+06.9_masked_beam5_57004_No2_DM0.00_1.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set04_cand019833.png,Z106.5-00.9_masked_beam2_57264_No1_DM0.00_2.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand010183.png,G136.0-14.4_masked_beam5_56048_No3_DM0.00_0.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand019343.png,G109.6-05.8_masked_beam0_56547_No6_DM0.00_0.48ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand032168.png,Z124.8+02.8_masked_beam0_56784_No27_DM92.00_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand032168.png for J0054+66 with P0 1.390000 Harmonic Number = 1 Angular sep. (deg): 0.407901372581
HTRU-N_set01_cand032168.png,Z124.8+02.8_masked_beam0_56784_No27_DM92.00_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand032168.png for B0059+65 with P0 1.679164 Harmonic Number = 1 Angular sep. (deg): 0.0500798799681
HTRU-N_set08_cand014277.png,G149.5+07.4_masked_beam3_57053_No7_DM0.00_2.86ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand028661.png,G160.5+06.9_masked_beam3_56291_No1_DM0.00_2.86ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand031114.png,Z121.0-01.2_masked_beam4_56788_No6_DM420.90_0.97ms_Cand.pfd,Possible match HTRU-N_set01_cand031114.png for J0033+61 with P0 0.912000 Harmonic Number = 1 Angular sep. (deg): 0.610987625292
HTRU-N_set07_cand026352.png,Z155.4-01.4_masked_beam2_55814_No1_DM0.00_10.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand031401.png,Z210.0+03.4_masked_beam4_55924_No1_DM0.00_0.85ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand003443.png,G035.3-04.3_beam5_56289_No4_DM0.00_4.62ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand017144.png,G148.8-14.8_masked_beam0_56048_No5_DM0.00_1.30ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand019564.png,G185.3-04.1_masked_beam3_57013_No2_DM0.00_2.86ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand022079.png,Z074.1+03.5_masked_beam2_55812_No3_DM0.70_0.78ms_Cand.pfd,Possible match HTRU-N_set07_cand022079.png for B2027+37 with P0 1.216805 Harmonic Number = 2.0 Angular sep. (deg): 0.340540830769
HTRU-N_set07_cand022079.png,Z074.1+03.5_masked_beam2_55812_No3_DM0.70_0.78ms_Cand.pfd,Possible match HTRU-N_set07_cand022079.png for B2035+36 with P0 0.618715 Harmonic Number = 1 Angular sep. (deg): 1.48984894072
HTRU-N_set01_cand026878.png,Z097.3+02.5_masked_beam3_56784_No8_DM45.90_0.57ms_Cand.pfd,Possible match HTRU-N_set01_cand026878.png for J2208+5500 with P0 0.933161 Harmonic Number = 2.0 Angular sep. (deg): 0.40174890638
HTRU-N_set01_cand026878.png,Z097.3+02.5_masked_beam3_56784_No8_DM45.90_0.57ms_Cand.pfd,Possible match HTRU-N_set01_cand026878.png for J2208+5500 with P0 0.933161 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.40174890638
HTRU-N_set01_cand028619.png,Z113.5+02.0_masked_beam0_56784_No44_DM64.20_1.86ms_Cand.pfd,Possible match HTRU-N_set01_cand028619.png for J2343+6221 with P0 1.799000 Harmonic Number = 1 Angular sep. (deg): 0.954243258669
HTRU-N_set01_cand028619.png,Z113.5+02.0_masked_beam0_56784_No44_DM64.20_1.86ms_Cand.pfd,Possible match HTRU-N_set01_cand028619.png for J2137+64 with P0 1.750870 Harmonic Number = 1 Angular sep. (deg): 1.29813994684
HTRU-N_set03_cand047488.png,Z117.8-03.0_masked_beam5_56739_No2_DM0.00_1.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand026685.png,G144.8-05.1_masked_beam4_56787_No3_DM0.00_1.15ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand027138.png,Z163.3-03.1_masked_beam2_55917_No3_DM0.00_14.95ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set04_cand018064.png,Z097.4+03.0_masked_beam0_57265_No3_DM0.00_1.15ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand027222.png,Z099.8+03.4_masked_beam5_56784_No43_DM287.30_1.96ms_Cand.pfd,Possible match HTRU-N_set01_cand027222.png for J2210+57 with P0 2.057430 Harmonic Number = 1 Angular sep. (deg): 0.260793385458
HTRU-N_set07_cand028118.png,Z174.9+02.6_masked_beam5_55913_No2_DM0.00_1.80ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand011505.png,Z095.1+00.6_masked_beam4_57279_No13_DM23.40_1.43ms_Cand.pfd,Possible match HTRU-N_set02_cand011505.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 1.11136435372
HTRU-N_set08_cand010589.png,G129.5-08.7_masked_beam4_57018_No3_DM0.00_8.57ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand026851.png,Z160.4+03.2_masked_beam6_55918_No5_DM0.00_21.81ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand037234.png,Z164.9+02.3_masked_beam5_56784_No48_DM214.30_1.05ms_Cand.pfd,Possible match HTRU-N_set01_cand037234.png for J0419+44 with P0 1.241000 Harmonic Number = 1 Angular sep. (deg): 1.36835376161
HTRU-N_set07_cand004836.png,G070.3+04.7_masked_beam0_55913_No2_DM0.00_1.80ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand031992.png,Z123.0-03.1_masked_beam6_56788_No13_DM1.30_1.04ms_Cand.pfd,Possible match HTRU-N_set01_cand031992.png for J0033+61 with P0 0.912000 Harmonic Number = 1 Angular sep. (deg): 1.23822450407
HTRU-N_set07_cand001442.png,G065.3-12.1_masked_beam4_55918_No6_DM185.80_3.71ms_Cand.pfd,Possible match HTRU-N_set07_cand001442.png for J2111+2106 with P0 3.953853 Harmonic Number = 1 Angular sep. (deg): 0.795259219023
HTRU-N_set01_cand003266.png,G035.3-04.3_beam4_56289_No14_DM67.30_1.82ms_Cand.pfd,Possible match HTRU-N_set01_cand003266.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003266.png,G035.3-04.3_beam4_56289_No14_DM67.30_1.82ms_Cand.pfd,Possible match HTRU-N_set01_cand003266.png for J1911+00 with P0 6.940000 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003266.png,G035.3-04.3_beam4_56289_No14_DM67.30_1.82ms_Cand.pfd,Possible match HTRU-N_set01_cand003266.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set04_cand009041.png,Z056.3-01.4_masked_beam3_57117_No3_DM0.00_5.72ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand016346.png,G097.5-11.3_masked_beam6_56516_No1_DM0.00_1.54ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand031438.png,Z211.0+02.5_masked_beam4_55924_No1_DM0.00_1.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for B1849+00 with P0 2.180195 Harmonic Number = 2.0 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1901+00 with P0 0.777662 Harmonic Number = 1 Angular sep. (deg): 0.331679318896
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1843-0050 with P0 0.782598 Harmonic Number = 1 Angular sep. (deg): 0.831192495256
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1911+00 with P0 6.940000 Harmonic Number = 8.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1851+0118 with P0 0.906977 Harmonic Number = 1 Angular sep. (deg): 1.21703350304
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for B1907+00 with P0 1.016948 Harmonic Number = 1 Angular sep. (deg): 0.026327211805
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1850+0026 with P0 1.081844 Harmonic Number = 1 Angular sep. (deg): 0.451177252685
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1852+0013 with P0 0.957751 Harmonic Number = 1 Angular sep. (deg): 0.319168712534
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1850-0006 with P0 2.191498 Harmonic Number = 2.0 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1854+00 with P0 0.767330 Harmonic Number = 1 Angular sep. (deg): 0.317898829722
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1843-0000 with P0 0.880330 Harmonic Number = 1 Angular sep. (deg): 0.478166999029
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for J1842-0153 with P0 1.054228 Harmonic Number = 1 Angular sep. (deg): 0.531505424427
HTRU-N_set01_cand003193.png,G035.3-04.3_beam3_56289_No26_DM370.80_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003193.png for B1822+00 with P0 0.778949 Harmonic Number = 1 Angular sep. (deg): 0.766637601412
HTRU-N_set07_cand016410.png,G204.8-05.6_masked_beam0_55927_No7_DM0.00_4.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand010231.png,G136.8-04.4_masked_beam3_55942_No5_DM0.00_1.80ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand000821.png,G063.8+10.2_masked_beam1_56105_No8_DM0.00_0.83ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand002243.png,G023.0-13.6_masked_beam2_56534_No1_DM0.00_6.66ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand027615.png,G235.6+06.4_masked_beam3_57029_No2_DM0.00_6.67ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand009036.png,G057.3-05.4_masked_beam6_56544_No3_DM0.00_60.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand011053.png,Z094.8+01.5_masked_beam2_57279_No3_DM216.90_1.28ms_Cand.pfd,Possible match HTRU-N_set02_cand011053.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 0.712743386468
HTRU-N_set02_cand008838.png,Z092.1+03.2_masked_beam0_57279_No11_DM45.90_1.28ms_Cand.pfd,Possible match HTRU-N_set02_cand008838.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 1.30860385033
HTRU-N_set04_cand001656.png,G099.9+04.2_masked_beam6_57306_No2_DM1.30_1.24ms_Cand.pfd,Possible match HTRU-N_set04_cand001656.png for J2217+5733 with P0 1.056844 Harmonic Number = 1 Angular sep. (deg): 0.764107565001
HTRU-N_set04_cand001656.png,G099.9+04.2_masked_beam6_57306_No2_DM1.30_1.24ms_Cand.pfd,Possible match HTRU-N_set04_cand001656.png for J2210+57 with P0 2.057430 Harmonic Number = 2.0 Angular sep. (deg): 0.802729255103
HTRU-N_set02_cand022122.png,Z146.0+01.2_masked_beam0_57385_No45_DM209.30_1.87ms_Cand.pfd,Possible match HTRU-N_set02_cand022122.png for J0408+551 with P0 1.837000 Harmonic Number = 1 Angular sep. (deg): 0.931508201374
HTRU-N_set04_cand001196.png,G093.1+05.3_masked_beam0_57306_No3_DM0.00_20.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand017939.png,G103.6+05.3_masked_beam3_56786_No1_DM0.00_6.67ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand052430.png,Z182.5-00.1_masked_beam3_56844_No1_DM0.00_6.66ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand003848.png,G035.3-04.3_masked_beam4_56289_No48_DM30.00_6.97ms_Cand.pfd,Possible match HTRU-N_set01_cand003848.png for J1911+00 with P0 6.940000 Harmonic Number = 1 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand030228.png,Z119.6+03.5_masked_beam4_56784_No5_DM60.30_0.93ms_Cand.pfd,Possible match HTRU-N_set01_cand030228.png for B0059+65 with P0 1.679164 Harmonic Number = 2.0 Angular sep. (deg): 0.615810957593
HTRU-N_set01_cand030228.png,Z119.6+03.5_masked_beam4_56784_No5_DM60.30_0.93ms_Cand.pfd,Possible match HTRU-N_set01_cand030228.png for J0054+66 with P0 1.390000 Harmonic Number = 2.0 Angular sep. (deg): 0.287639273758
HTRU-N_set01_cand030228.png,Z119.6+03.5_masked_beam4_56784_No5_DM60.30_0.93ms_Cand.pfd,Possible match HTRU-N_set01_cand030228.png for B0105+65 with P0 1.283660 Harmonic Number = 2.0 Angular sep. (deg): 0.336914558482
HTRU-N_set03_cand008125.png,G052.3+08.3_masked_beam3_56393_No2_DM0.00_6.67ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand004222.png,G076.6-07.5_masked_beam5_57020_No1_DM0.00_1.15ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand003203.png,G060.4+07.8_masked_beam3_57053_No1_DM0.00_6.66ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand004405.png,G069.8+05.0_masked_beam1_55913_No2_DM0.00_14.95ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand008463.png,G054.3-05.6_masked_beam3_56854_No2_DM0.00_2.86ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand016879.png,Z121.6-01.0_masked_beam6_57339_No1_DM258.70_1.00ms_Cand.pfd,Possible match HTRU-N_set02_cand016879.png for J0033+61 with P0 0.912000 Harmonic Number = 1 Angular sep. (deg): 0.844465762681
HTRU-N_set07_cand002401.png,G067.3-13.8_masked_beam5_55917_No4_DM0.00_2.37ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand022201.png,G120.4+07.7_masked_beam4_56289_No6_DM0.00_199.75ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand001741.png,G066.0-11.2_masked_beam2_55918_No1_DM0.00_1.80ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand003428.png,G035.3-04.3_beam5_56289_No42_DM601.00_1.81ms_Cand.pfd,Possible match HTRU-N_set01_cand003428.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003428.png,G035.3-04.3_beam5_56289_No42_DM601.00_1.81ms_Cand.pfd,Possible match HTRU-N_set01_cand003428.png for J1911+00 with P0 6.940000 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003428.png,G035.3-04.3_beam5_56289_No42_DM601.00_1.81ms_Cand.pfd,Possible match HTRU-N_set01_cand003428.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for J0112+66 with P0 4.301240 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.28324790598
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for J0112+66 with P0 4.301240 Harmonic Number = 4.0 Angular sep. (deg): 0.28324790598
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for J0112+66 with P0 4.301240 Harmonic Number = 5.0 Angular sep. (deg): 0.28324790598
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for B0105+65 with P0 1.283660 Harmonic Number = 1 Angular sep. (deg): 0.103937571139
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for J0054+66 with P0 1.390000 Harmonic Number = 1 Angular sep. (deg): 0.208635248267
HTRU-N_set01_cand032780.png,Z126.0+03.4_masked_beam0_56784_No47_DM61.30_1.13ms_Cand.pfd,Possible match HTRU-N_set01_cand032780.png for B0059+65 with P0 1.679164 Harmonic Number = 2.0 Angular sep. (deg): 0.488531993612
HTRU-N_set01_cand026072.png,Z093.4+03.5_masked_beam3_56784_No40_DM51.10_1.44ms_Cand.pfd,Possible match HTRU-N_set01_cand026072.png for B2036+53 with P0 1.424568 Harmonic Number = 1 Angular sep. (deg): 0.344833117194
HTRU-N_set01_cand012724.png,G117.0-03.8_masked_beam5_56788_No42_DM197.20_1.06ms_Cand.pfd,Possible match HTRU-N_set01_cand012724.png for B0037+56 with P0 1.118225 Harmonic Number = 1 Angular sep. (deg): 1.30864690093
HTRU-N_set07_cand005719.png,G071.0-06.7_masked_beam1_55814_No1_DM0.00_0.85ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand010852.png,G140.9-07.2_masked_beam2_55918_No4_DM0.00_1.80ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set01_cand031496.png,Z122.0-02.2_masked_beam5_56788_No13_DM983.10_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand031496.png for B0138+59 with P0 1.222949 Harmonic Number = 1 Angular sep. (deg): 0.689586747115
HTRU-N_set04_cand008041.png,Z040.1+02.9_masked_beam0_57245_No2_DM0.00_20.01ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand008650.png,G122.9-03.8_masked_beam0_55942_No1_DM0.00_4.62ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set03_cand012717.png,G081.9+04.3_masked_beam6_56901_No1_DM0.00_19.98ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand018202.png,G176.1-11.8_masked_beam3_57076_No2_DM0.70_2.86ms_Cand.pfd,Possible match HTRU-N_set08_cand018202.png for J0546+2441 with P0 2.843850 Harmonic Number = 1 Angular sep. (deg): 1.08928811656
HTRU-N_set01_cand035674.png,Z149.8+02.4_masked_beam5_56784_No35_DM4.70_1.11ms_Cand.pfd,Possible match HTRU-N_set01_cand035674.png for J0408+551 with P0 1.837000 Harmonic Number = 2.0 Angular sep. (deg): 0.680378062371
HTRU-N_set07_cand004015.png,G069.3+11.8_masked_beam5_55917_No2_DM0.00_0.70ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand009867.png,G125.3-06.4_masked_beam4_57041_No1_DM0.00_1.54ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set08_cand014895.png,G153.0-11.0_masked_beam6_57071_No4_DM0.00_66.65ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set02_cand022149.png,Z146.0+01.2_masked_beam1_57385_No24_DM61.30_1.63ms_Cand.pfd,Possible match HTRU-N_set02_cand022149.png for J0408+551 with P0 1.837000 Harmonic Number = 1 Angular sep. (deg): 0.931508201374
HTRU-N_set07_cand015310.png,G184.0-10.5_masked_beam6_56102_No1_DM0.00_4.00ms_Cand.pfd,Likely RFI (peak DM 0)
HTRU-N_set07_cand004615.png,G069.9-12.4_masked_beam5_55813_No1_DM0.00_2.02ms_Cand.pfd,Likely RFI (peak DM 0)
