classification_id,subject_ids,created_at,user_name,user_ip,choice,how_many,behaviours,any_young,any_horns,don't_care,subject_species,all_choices
74603431,13689935,2017-10-15 22:12:54 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,2,"['STANDING', 'INTERACTING']",NO,,NO,13689935HONEYBADGER,"[0, [[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74605431,13689935,2017-10-15 22:12:54 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,2,"['STANDING', 'INTERACTING']",NO,,NO,13689935HONEYBADGER,"[0, [[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74603897,13689935,2017-10-15 22:18:00 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,3,"['INTERACTING', 'STANDING', 'MOVING']",NO,,NO,13689935HONEYBADGER,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74604445,13689935,2017-10-15 22:23:41 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,3,"['STANDING', 'MOVING', 'INTERACTING']",NO,,NO,13689935HONEYBADGER,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74604629,13689935,2017-10-15 22:25:43 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,3,"['STANDING', 'MOVING', 'INTERACTING', 'EATING']",NO,,NO,13689935HONEYBADGER,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74603870,13690665,2017-10-15 22:17:40 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13690665CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74605870,13690665,2017-10-15 22:17:40 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13690665CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604245,13690665,2017-10-15 22:21:24 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13690665CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604718,13690665,2017-10-15 22:27:10 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13690665CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602647,13690665,2017-10-15 22:04:32 UTC,Pmason,94df5eeac006bf3edd6d,GENET,1,['MOVING'],NO,,,13690665GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603073,13690665,2017-10-15 22:08:46 UTC,Pmason,94df5eeac006bf3edd6d,GENET,1,['MOVING'],NO,,,13690665GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603345,13690665,2017-10-15 22:11:41 UTC,Pmason,94df5eeac006bf3edd6d,GENET,1,['MOVING'],NO,,,13690665GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604122,13690665,2017-10-15 22:20:24 UTC,Pmason,94df5eeac006bf3edd6d,GENET,1,['MOVING'],NO,,,13690665GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602330,13690668,2017-10-15 22:00:47 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,4,"['STANDING', 'MOVING', 'EATING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602991,13690668,2017-10-15 22:08:06 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,4,"['EATING', 'MOVING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603374,13690668,2017-10-15 22:12:07 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,5,"['STANDING', 'MOVING', 'EATING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604031,13690668,2017-10-15 22:19:28 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,4,"['STANDING', 'EATING', 'MOVING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74605031,13690668,2017-10-15 22:19:28 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,4,"['STANDING', 'EATING', 'MOVING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604350,13690668,2017-10-15 22:22:32 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,4,"['MOVING', 'EATING', 'STANDING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604657,13690668,2017-10-15 22:26:11 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,5,"['STANDING', 'MOVING', 'EATING']",NO,,,13690668BUSHPIG,"[1, [[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
